place_name,District,Timespan,Review,category,eco_score,cultural_score,vendor_count,local_empowerment_index,accessibility_score,crowd_level,danger_level,latitude,longitude
parrot rock,Matara,5 months ago,lovely calm place view beach waves also going bridge go impossible,,,,,,,,,,
parrot rock,Matara,8 months ago,parrot rock beach location evening,,,,,,,,,,
parrot rock,Matara,5 years ago,one best place watch beautiful beach recommendation reach rock grab corner relax watching one beautiful life lucky watch one end full moon rise end spot landscape photographers,,,,,,,,,,
parrot rock,Matara,4 years ago,one beautiful beach u surf well seasons rock sea combination gives attraction place superb place photos,,,,,,,,,,
parrot rock,Matara,9 months ago,picturesque within beautiful bay buildings right beach,,,,,,,,,,
parrot rock,Matara,3 months ago,view went tied high able claim rock view,,,,,,,,,,
parrot rock,Matara,4 years ago,natural island distance beach bridge visible uncovered water months times year submerged water feet walkable,,,,,,,,,,
parrot rock,Matara,10 months ago,oh walking along beach hot thirsty stumbled perfect cold money owner let dishes night paid next day love,,,,,,,,,,
parrot rock,Matara,2 years ago,one beautiful place small beach parrot rock island connected bridge see coconut tree hill clearly top place bit difficult day due,,,,,,,,,,
parrot rock,Matara,4 years ago,parrot rock famous destination since close beach people climbing rock top give view miss beach blue ocean,,,,,,,,,,
parrot rock,Matara,5 years ago,lovely bridge small island thing hah cool go even though touristy climb,,,,,,,,,,
parrot rock,Matara,a month ago,cool place nice view recommended,,,,,,,,,,
parrot rock,Matara,4 years ago,epic mini mountain top epic mini adrenaline packed climb great view ideal watching,,,,,,,,,,
parrot rock,Matara,a month ago,recommend go remember aril went sea rough cant go parrot rock,,,,,,,,,,
parrot rock,Matara,6 years ago,long day beach shower dress nice dinner take time climb small rock find beautiful panoramic view morris deep blues india ocean,,,,,,,,,,
parrot rock,Matara,4 years ago,climb tiny hill walking beach get water splashing rocks views crabs feet get nice view beach surfers,,,,,,,,,,
parrot rock,Matara,2 months ago,good place sea visit bridge go rock see name really interesting thing go sea waves parrots rock lot crows put place bucket list wish visit lanka,,,,,,,,,,
parrot rock,Matara,a year ago,see view whole morris bay sun set view,,,,,,,,,,
parrot rock,Matara,a year ago,beautiful beach clean place must visit,,,,,,,,,,
parrot rock,Matara,5 years ago,free local attraction sri lanka located left side beach parrot rock two minutes walk,,,,,,,,,,
parrot rock,Matara,7 months ago,may less known place definitely worth visit really good experience need walk water climb rock views definitely worth climb try getting get good clicks,,,,,,,,,,
parrot rock,Matara,4 months ago,small walk mountain path need bit nice view top,,,,,,,,,,
parrot rock,Matara,a year ago,beautiful place spot swimming turtles,,,,,,,,,,
parrot rock,Matara,4 years ago,beautiful place get view climbing great also go morning water may deep,,,,,,,,,,
parrot rock,Matara,5 years ago,beautiful beach area also lot restaurants located near beach,,,,,,,,,,
parrot rock,Matara,5 years ago,parrot rock small rock hill beach climb slightly hard get great views beach strip ocean top,,,,,,,,,,
parrot rock,Matara,4 years ago,situated beach climbing beautiful scenery sea climbed top,,,,,,,,,,
parrot rock,Matara,4 years ago,really relaxing place beautiful scenery cool around definitely place visit relax,,,,,,,,,,
parrot rock,Matara,2 years ago,best place watch waves crash hours good,,,,,,,,,,
parrot rock,Matara,4 years ago,nice crowded beach southern lanka perfect bath swimming sea related activities swimming surf,,,,,,,,,,
parrot rock,Matara,4 years ago,parrot rock bridge middle coconut tree hill beach place lot beautiful points pics one capture good moments must visit place photo rough path one easily get top,,,,,,,,,,
parrot rock,Matara,3 years ago,going top first ready wet least depends height finance went around rain stop little high though,,,,,,,,,,
parrot rock,Matara,5 years ago,beautiful place water levels bit high day visited went season whereas would beautiful task get beach surrounding different colors blue,,,,,,,,,,
parrot rock,Matara,a year ago,place meet,,,,,,,,,,
parrot rock,Matara,a year ago,cool spot great view though steps quite,,,,,,,,,,
parrot rock,Matara,5 years ago,views beach grab cold bipack watch world go remember clean water crossing get caught opposing,,,,,,,,,,
parrot rock,Matara,8 months ago,parrot rock nice view easy reach must visit beach doesn't miss,,,,,,,,,,
parrot rock,Matara,4 years ago,cool spot walk along beach get great view along coastline,,,,,,,,,,
parrot rock,Matara,11 months ago,lovely views u climb low easy walk across climb tad scary one place since parts steps eroded v managed steps made bamboo views however worth,,,,,,,,,,
parrot rock,Matara,6 years ago,place maria beach sign private ignore easier get morning,,,,,,,,,,
parrot rock,Matara,3 months ago,place south ,,,,,,,,,,
parrot rock,Matara,9 months ago,surrounded sea giving view beach place,,,,,,,,,,
parrot rock,Matara,4 years ago,rock formation gets battered waves easy get ocean secluded spot,,,,,,,,,,
parrot rock,Matara,4 years ago,wedding rock local name beautiful must see keep,,,,,,,,,,
parrot rock,Matara,4 years ago,nice place near beach view,,,,,,,,,,
parrot rock,Matara,5 months ago,beautiful,,,,,,,,,,
parrot rock,Matara,a year ago,nice place beautiful view,,,,,,,,,,
parrot rock,Matara,4 years ago,hiking time pleasant view could also see stilts stilt fishing top,,,,,,,,,,
parrot rock,Matara,a month ago,lovely beach strip chill season,,,,,,,,,,
parrot rock,Matara,2 years ago,another one places visit climb parrot rock small easily accessible rock give view area place take mind away work,,,,,,,,,,
parrot rock,Matara,4 years ago,going units slippery nice view beach time take walk check good experience go thread doesn't take much time staying near hotel near,,,,,,,,,,
parrot rock,Matara,5 years ago,good spot small climb road strep narrow,,,,,,,,,,
parrot rock,Matara,3 months ago,doesn't go ended ice cream beautiful beach,,,,,,,,,,
parrot rock,Matara,4 years ago,awesome beautiful beach town beach 'll love recommend,,,,,,,,,,
parrot rock,Matara,a year ago,high season go across water get  rough times adventure climbing rock bit unsafe bridge made bamboo view great recommended watch step climbing,,,,,,,,,,
parrot rock,Matara,3 years ago,visiting coconut tree hill forget visit parrot rock bridge situated close need walk little distance sea water,,,,,,,,,,
parrot rock,Matara,3 months ago,fun spot see southern province easily accessible beach,,,,,,,,,,
parrot rock,Matara,3 years ago,scenic place climbing though somewhat crowded high season,,,,,,,,,,
parrot rock,Matara,a year ago,nice point view see,,,,,,,,,,
parrot rock,Matara,4 years ago,nice view careful going,,,,,,,,,,
parrot rock,Matara,5 years ago,good place viewing going top rock,,,,,,,,,,
parrot rock,Matara,2 years ago,went sea rough high doesn't climb view beautiful,,,,,,,,,,
parrot rock,Matara,a year ago,beautiful view point beaches ocean,,,,,,,,,,
parrot rock,Matara,5 years ago,nice view blue water beach love place,,,,,,,,,,
parrot rock,Matara,4 years ago,nice small rock island located beach sri lanka close famous coconut trees hill,,,,,,,,,,
parrot rock,Matara,a year ago,little stop war stop cutting pray,,,,,,,,,,
parrot rock,Matara,6 months ago,loved experience best time go would,,,,,,,,,,
parrot rock,Matara,2 months ago,love dogs move around little island cool,,,,,,,,,,
parrot rock,Matara,9 months ago,remain sea land connected land narrow land stretch nicest place beach top panoramic view degrees,,,,,,,,,,
parrot rock,Matara,3 years ago,cool place plus visit,,,,,,,,,,
parrot rock,Matara,4 years ago,good rock bridge couple nice pictures life time memories tour,,,,,,,,,,
parrot rock,Matara,4 years ago,island next beach interesting view,,,,,,,,,,
parrot rock,Matara,4 years ago,go fun nature lovers,,,,,,,,,,
parrot rock,Matara,a year ago,climb  bit sketchy however view great recommend,,,,,,,,,,
parrot rock,Matara,3 years ago,go strike love,,,,,,,,,,
parrot rock,Matara,6 years ago,beautiful place viewpoint,,,,,,,,,,
parrot rock,Matara,4 years ago,easy quick views beach,,,,,,,,,,
parrot rock,Matara,8 months ago,evening really calm nice scenery sea bath well,,,,,,,,,,
parrot rock,Matara,3 years ago,easy someday trip give,,,,,,,,,,
parrot rock,Matara,a year ago,nice place take quick look nice view quite get wet trying get keep mind walk water big waves matter recommend,,,,,,,,,,
parrot rock,Matara,6 months ago,nothing special good view need cross water,,,,,,,,,,
parrot rock,Matara,4 years ago,lovely beach parrot rock great little adventure climb see whole beach,,,,,,,,,,
parrot rock,Matara,a year ago,nice view beware climb,,,,,,,,,,
parrot rock,Matara,6 months ago,normally good waves intermediate surfers far spot,,,,,,,,,,
parrot rock,Matara,6 years ago,beautiful,,,,,,,,,,
parrot rock,Matara,a year ago,place visit least life time beauty sri lanka bath sea got know previous locals allowed visited week back place left phone car,,,,,,,,,,
parrot rock,Matara,4 years ago,nice overview across bay short hike lot fun,,,,,,,,,,
parrot rock,Matara,3 years ago,one popular tourist spots along beach decided climb high late afternoon path looked wet muddy may subject massive rock since thought,,,,,,,,,,
parrot rock,Matara,4 years ago,great view point liked worth going,,,,,,,,,,
parrot rock,Matara,8 months ago,many tourists,,,,,,,,,,
parrot rock,Matara,3 years ago,nice spot look sea coast beaches side erosion appears rapid photos others year ago show steps large section missing today access may disappear,,,,,,,,,,
parrot rock,Matara,3 weeks ago,one beautiful place,,,,,,,,,,
parrot rock,Matara,6 months ago,beautiful aerial view,,,,,,,,,,
parrot rock,Matara,a month ago,nice scenery,,,,,,,,,,
parrot rock,Matara,6 years ago,low easily walk rock went evening perfect place watch beautiful views beaches rock well see lots crabs lower rocks water,,,,,,,,,,
parrot rock,Matara,3 years ago,located beach foot deep water separating beach rock easily accessible access beach entrance directly across new sea breeze hotel,,,,,,,,,,
parrot rock,Matara,4 years ago,nice place good view whereabouts sea path kinda tricky fine one ever try walk large rock beds sides hiragana gets covered terrifying waves split seconds beware also,,,,,,,,,,
parrot rock,Matara,3 years ago,great view well worth walk,,,,,,,,,,
parrot rock,Matara,3 years ago,best view easy access,,,,,,,,,,
parrot rock,Matara,2 months ago,nice place nice view,,,,,,,,,,
parrot rock,Matara,4 years ago,nice place beach view ocean,,,,,,,,,,
parrot rock,Matara,a year ago,special walk bridge falling apart lot visit course doesn't feel different skip,,,,,,,,,,
parrot rock,Matara,10 months ago,beautiful view parrots lot crows best place see,,,,,,,,,,
parrot rock,Matara,10 months ago,adventure tour small island beautiful panoramic view surroundings,,,,,,,,,,
parrot rock,Matara,4 years ago,worth get wet beautiful beach,,,,,,,,,,
parrot rock,Matara,4 years ago,one best things sri lanka watch set rock easy get involve getting wet steps top never crowded,,,,,,,,,,
parrot rock,Matara,5 years ago,nice spot view beautiful beaches totally worth climb take awesome pictures,,,,,,,,,,
parrot rock,Matara,5 years ago,see,,,,,,,,,,
parrot rock,Matara,5 years ago,great view visit,,,,,,,,,,
parrot rock,Matara,5 years ago,small sort type wooden bridge fun adventure climb hill great views top climbing,,,,,,,,,,
parrot rock,Matara,4 years ago,beautiful place view hill climbing path good,,,,,,,,,,
parrot rock,Matara,4 years ago,pretty little rock addition climbing snorkel around quite fishes rocks recommend fins due swell,,,,,,,,,,
parrot rock,Matara,4 years ago,fab spot watch surfers thing,,,,,,,,,,
parrot rock,Matara,2 months ago,view top incredible,,,,,,,,,,
parrot rock,Matara,4 years ago,little island accessed going walk sea adventurous experience beautiful scenarios good visit evening sets,,,,,,,,,,
parrot rock,Matara,3 years ago,go morning low built bamboo structure around ridge much easier access worth visiting views pictures,,,,,,,,,,
parrot rock,Matara,4 years ago,great place beach surface places eat beach  little privately family eateries beaches tourist police always duty children,,,,,,,,,,
parrot rock,Matara,a year ago,really nice interesting place please climbing island,,,,,,,,,,
parrot rock,Matara,4 years ago,best place see,,,,,,,,,,
parrot rock,Matara,9 months ago,parrots found look sea floor rock saw see urchins,,,,,,,,,,
parrot rock,Matara,4 years ago,one best,,,,,,,,,,
parrot rock,Matara,5 years ago,views clear sunny day best take chance going wet day need good foot hold certain points,,,,,,,,,,
parrot rock,Matara,2 years ago,nice place visit setting bit crowded entrance bit narrow plenty room,,,,,,,,,,
parrot rock,Matara,a year ago,practiced yoga hill,,,,,,,,,,
parrot rock,Matara,4 years ago,lovely place nice photographs walk might witness great view,,,,,,,,,,
parrot rock,Matara,4 years ago,alright detour aware change quite rapidly waves knee high way deep way back,,,,,,,,,,
parrot rock,Matara,a year ago,nice view doesn't afraid climb worth,,,,,,,,,,
parrot rock,Matara,4 years ago,one loveliest place sri lanka,,,,,,,,,,
parrot rock,Matara,a year ago,good place swimming snort strong current go left parrot rock,,,,,,,,,,
parrot rock,Matara,5 years ago,nice,,,,,,,,,,
parrot rock,Matara,4 years ago,nice little area,,,,,,,,,,
parrot rock,Matara,4 years ago,great views particularly rise set perfect place visit photos fishermen set,,,,,,,,,,
parrot rock,Matara,10 months ago,great beach let waves roll super surfboards,,,,,,,,,,
parrot rock,Matara,6 years ago,beautiful place,,,,,,,,,,
